N,benchmark,correct,kernel_name,local_size,max_abs_err,optimized_best_ms,optimized_file,optimized_median_ms,original_best_ms,original_file,original_median_ms,speedup_best,speedup_median
65536,convolution_2d,True,Convolution2D_kernel,16,0.0,0.005664,kernels_opt/convolution_2d.cl,0.005888,0.005183999999999999,kernels/convolution_2d.cl,0.005888,0.9152542372881355,1.0
