N,benchmark,correct,kernel_name,local_size,max_abs_err,optimized_best_ms,optimized_file,optimized_median_ms,original_best_ms,original_file,original_median_ms,speedup_best,speedup_median
65536,atax,True,atax_kernel1,256,0.0,0.045632,kernels_opt/atax.cl,0.045952,0.049184,kernels/atax.cl,0.04928,1.0778401122019636,1.0724233983286908
262144,atax,True,atax_kernel1,256,0.0,0.08639999999999999,kernels_opt/atax.cl,0.088736,0.093344,kernels/atax.cl,0.095168,1.0803703703703704,1.0724846736386586
